ID,District,Block,CultLand,CropCultLand,LandPreparationMethod,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,NursDetFactor,TransDetFactor,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,OrgFertilizers,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,CropbasalFerts,BasalDAP,BasalUrea,MineralFertAppMethod,FirstTopDressFert,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,Yield
144,1,3,25.0,25.0,16,26,4.0,3,21,26,4.0,1,34,2.0,0,1,500.0,3.0,5,2.0,57.44565217391305,0,2.0,9,11.452359483017734,13.35180055401662,0,4,2.0,1.0,7.375,58.76495726495727,0,0,67,90.0,116,0,30.0,10.0,1,0.2272727272727273,300.0
891,0,2,70.0,70.0,9,54,6.0,3,15,27,2.0,21,7,13.0,0,1,260.0,4.0,7,1.0,1.0,0,2.0,0,13.0,13.35180055401662,2,9,13.0,60.0,7.375,58.76495726495727,0,0,73,1800.0,70,0,30.0,10.0,1,0.5555555555555556,1395.0
138,1,4,25.0,25.0,15,61,3.0,3,29,33,4.0,65,148,3.0,1,1,379.7269076305221,10.0,0,29.731589814177564,3.0,0,1.0,9,12.0,15.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,62,100.0,100,1,28.0,10.0,1,0.3636363636363636,700.0
1127,0,8,10.0,10.0,33,49,4.0,3,29,20,3.0,42,50,3.0,0,1,40.0,3.0,0,29.731589814177564,3.0,2,2.0,9,4.0,4.0,0,9,8.0,25.0,7.375,58.76495726495727,0,0,37,100.0,44,1,30.0,10.0,1,0.1481481481481481,330.0
1069,0,8,20.0,15.0,33,25,5.0,3,33,29,4.0,21,46,8.0,3,1,100.0,1.0,5,29.731589814177564,57.44565217391305,2,2.0,9,15.0,15.0,0,9,15.0,45.0,7.375,58.76495726495727,0,0,48,600.0,55,0,25.0,10.0,1,0.3703703703703703,800.0
1532,1,4,32.0,16.0,15,55,4.0,3,31,31,1.0,71,150,3.0,0,0,300.0,2.0,0,29.731589814177564,3.0,2,3.0,0,10.0,13.35180055401662,0,9,10.0,25.0,10.0,65.0,0,0,69,1000.0,75,0,21.0,10.0,1,0.5454545454545454,1100.0
2539,3,0,12.0,6.0,41,51,4.0,3,11,28,2.0,24,47,2.0,0,1,200.0,2.0,0,29.731589814177564,1.0,2,2.0,0,4.0,13.35180055401662,0,9,5.0,32.0,7.375,58.76495726495727,0,0,43,300.0,41,0,25.0,10.0,1,0.0909090909090909,150.0
268,0,2,50.0,50.0,18,26,6.0,3,26,24,2.0,24,47,8.01767745444656,3,1,379.7269076305221,3.247522026431718,5,2.0,57.44565217391305,2,2.0,0,30.0,13.35180055401662,2,9,25.0,42.0,7.375,58.76495726495727,0,0,76,900.0,82,0,26.0,10.0,1,0.5555555555555556,1095.0
904,2,6,45.0,40.0,18,40,5.0,3,19,12,2.0,10,47,5.0,0,1,200.0,2.0,5,29.731589814177564,57.44565217391305,2,2.0,23,11.452359483017734,20.0,0,9,15.0,18.0,7.375,58.76495726495727,0,1,48,536.6224433388612,35,1,30.0,40.0,1,0.3125,600.0
3142,2,7,80.0,60.0,41,43,3.0,3,19,15,1.0,11,36,20.0,0,1,379.7269076305221,3.247522026431718,5,29.731589814177564,57.44565217391305,2,2.0,9,50.0,25.0,0,9,25.0,45.0,7.375,58.76495726495727,0,1,51,536.6224433388612,38,1,30.0,40.0,1,0.625,1200.0
1134,0,8,10.0,10.0,33,53,4.0,3,29,24,2.0,42,50,4.0,0,1,50.0,4.0,0,29.731589814177564,3.0,2,2.0,9,5.0,5.0,0,9,10.0,25.0,7.375,58.76495726495727,0,0,37,100.0,44,1,30.0,10.0,1,0.1851851851851852,400.0
619,3,5,15.0,15.0,41,38,5.0,3,39,34,1.0,98,148,1.0,0,0,200.0,3.0,0,29.731589814177564,1.0,2,3.0,0,2.0,13.35180055401662,2,9,2.0,40.0,2.0,70.0,0,0,48,200.0,40,0,30.0,10.0,1,0.0454545454545454,100.0
1344,2,7,100.0,80.0,18,27,8.0,2,23,10,2.0,92,99,8.0,0,1,379.7269076305221,2.0,0,29.731589814177564,1.0,2,2.0,9,22.0,7.0,0,9,15.0,42.0,7.375,58.76495726495727,0,0,76,1200.0,78,1,25.0,10.0,1,0.46875,880.0
445,1,4,20.0,20.0,15,59,3.0,3,30,32,3.0,115,66,2.0,1,1,379.7269076305221,11.0,5,29.731589814177564,57.44565217391305,2,1.0,9,7.0,11.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,54,100.0,95,0,28.0,10.0,1,0.2272727272727273,450.0
3322,0,8,21.0,15.0,33,25,4.0,3,22,22,2.0,85,118,4.0,0,1,95.0,5.0,5,3.0,57.44565217391305,2,2.0,9,3.0,3.0,0,9,3.0,31.0,7.375,58.76495726495727,0,0,40,300.0,63,1,25.0,10.0,1,0.1111111111111111,268.0
2787,0,2,20.0,20.0,18,56,6.0,3,17,33,2.0,50,54,5.0,0,1,100.0,2.0,12,1.0,1.0,2,2.0,0,5.0,13.35180055401662,0,9,5.0,65.0,7.375,58.76495726495727,0,0,57,600.0,77,1,30.0,10.0,1,0.1851851851851852,375.0
2431,1,4,31.0,19.0,15,54,4.0,3,30,32,2.0,71,81,3.0,0,0,350.0,3.0,0,29.731589814177564,3.0,2,3.0,0,20.0,13.35180055401662,0,9,16.0,25.0,16.0,65.0,0,0,69,1200.0,71,0,21.0,10.0,1,0.6363636363636364,1500.0
3802,2,6,50.0,50.0,15,54,5.0,3,29,26,2.0,10,150,7.0,0,1,400.0,2.0,5,29.731589814177564,57.44565217391305,2,2.0,9,20.0,24.0,0,9,30.0,32.0,7.375,58.76495726495727,0,0,53,100.0,112,0,27.0,10.0,1,0.625,950.0
871,2,6,25.0,10.0,15,37,5.0,3,13,8,1.0,13,69,5.0,0,1,100.0,3.247522026431718,5,29.731589814177564,57.44565217391305,2,1.0,23,11.452359483017734,20.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,22,1000.0,51,1,20.0,10.0,1,0.3125,550.0
2750,0,2,60.0,60.0,18,58,6.0,1,59,59,2.706506562412734,24,47,10.0,0,1,300.0,5.0,7,1.0,1.0,0,2.0,0,15.0,13.35180055401662,0,9,12.0,75.0,7.375,58.76495726495727,0,0,77,1800.0,86,1,30.0,10.0,1,0.5555555555555556,1395.0
1128,2,7,100.0,100.0,38,40,5.0,3,27,12,2.0,24,47,8.0,0,1,240.0,3.0,5,2.0,57.44565217391305,2,2.0,9,24.0,8.0,0,9,32.0,45.0,7.375,58.76495726495727,0,0,64,1500.0,84,1,24.0,10.0,1,0.5,890.0
1778,2,7,48.0,36.0,18,45,2.0,0,27,21,2.706506562412734,24,47,4.0,0,1,379.7269076305221,3.0,0,29.731589814177564,8.0,2,3.0,15,4.0,4.0,0,4,4.0,29.0,4.0,56.0,0,1,77,536.6224433388612,64,1,26.0,40.0,1,0.125,320.0
2023,2,7,70.0,60.0,41,43,6.0,3,26,14,2.0,24,47,6.0,0,1,260.0,4.0,5,4.0,57.44565217391305,2,2.0,0,13.0,13.35180055401662,2,4,26.0,26.0,7.375,58.76495726495727,0,0,74,600.0,113,1,25.0,10.0,1,0.40625,1200.0
2238,2,7,45.0,36.0,18,39,2.0,0,27,28,2.706506562412734,24,47,5.0,0,1,379.7269076305221,3.0,0,29.731589814177564,13.0,2,3.0,15,5.0,5.0,0,4,5.0,30.0,5.0,63.0,0,0,91,100.0,106,1,29.0,10.0,1,0.15625,398.0
2513,1,3,15.0,15.0,31,25,4.0,3,49,45,4.0,0,0,4.0,0,1,400.0,1.0,5,5.0,57.44565217391305,0,2.0,9,15.0,15.0,0,9,7.0,7.0,7.375,58.76495726495727,0,0,57,250.0,138,1,26.0,10.0,1,0.2272727272727273,400.0
0,2,7,24.0,24.0,41,49,5.0,3,29,20,2.0,24,47,5.0,0,1,125.0,5.0,5,1.0,57.44565217391305,2,2.0,9,15.0,11.0,0,9,22.0,38.0,7.375,58.76495726495727,0,0,62,900.0,71,1,25.0,10.0,1,0.34375,500.0
3292,2,6,40.0,40.0,18,39,3.0,3,4,11,2.0,0,0,4.0,0,1,400.0,5.0,5,29.731589814177564,57.44565217391305,2,2.0,23,11.452359483017734,30.0,0,9,20.0,35.0,7.375,58.76495726495727,0,0,51,1000.0,97,1,22.0,10.0,1,0.3125,800.0
373,0,8,80.0,60.0,33,28,5.0,3,30,26,2.0,25,32,8.01767745444656,3,1,379.7269076305221,4.0,5,29.731589814177564,57.44565217391305,2,2.0,24,20.0,20.0,0,9,30.0,45.0,7.375,58.76495726495727,0,0,25,100.0,23,0,25.0,10.0,1,0.7407407407407407,1600.0
1361,0,2,40.0,40.0,18,59,5.0,3,20,32,2.0,60,94,9.0,0,1,300.0,4.0,11,1.0,1.0,2,2.0,0,10.0,13.35180055401662,2,9,15.0,35.0,7.375,58.76495726495727,0,0,90,1200.0,95,1,30.0,10.0,1,0.3703703703703703,550.0
1077,0,8,16.0,9.0,33,24,5.0,3,49,23,2.0,85,118,4.0,0,1,108.0,5.0,5,4.0,57.44565217391305,0,2.0,9,3.0,3.0,0,9,3.0,25.0,7.375,58.76495726495727,0,0,36,300.0,62,1,25.0,10.0,1,0.1111111111111111,259.0
1415,2,6,25.0,20.0,15,39,5.0,3,17,10,1.0,42,94,3.0,0,1,80.0,3.0,5,1.0,57.44565217391305,0,1.0,23,11.452359483017734,16.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,30,800.0,35,1,20.0,10.0,1,0.25,480.0
1319,2,6,15.0,10.0,9,48,5.0,3,24,19,2.0,12,47,2.0,0,1,100.0,1.0,5,29.731589814177564,57.44565217391305,2,2.0,23,11.452359483017734,10.0,0,9,8.0,20.0,7.375,58.76495726495727,0,0,40,80.0,51,0,25.0,10.0,1,0.15625,250.0
3222,1,4,10.0,8.0,15,52,3.0,3,26,25,3.0,115,66,2.0,0,1,379.7269076305221,9.0,5,29.731589814177564,57.44565217391305,2,1.0,9,6.0,10.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,47,100.0,91,1,26.0,10.0,1,0.1818181818181818,300.0
1759,2,6,25.0,20.0,15,26,5.0,3,11,4,1.0,71,62,5.0,0,1,80.0,5.0,5,29.731589814177564,57.44565217391305,0,1.0,23,11.452359483017734,16.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,19,800.0,14,1,25.0,10.0,1,0.25,400.0
3649,3,5,3.0,3.0,18,24,4.0,3,1,1,1.0,22,46,1.0,0,1,200.0,3.247522026431718,5,50.0,57.44565217391305,2,3.0,0,6.0,13.35180055401662,0,9,4.0,25.0,4.0,60.0,0,0,40,400.0,42,1,30.0,10.0,1,0.0909090909090909,140.0
148,1,3,9.0,9.0,15,49,4.0,3,26,21,10.0,92,144,5.0,0,1,500.0,2.0,5,29.731589814177564,57.44565217391305,2,2.0,9,10.0,10.0,0,9,10.0,30.0,7.375,58.76495726495727,0,0,53,300.0,77,1,25.0,10.0,1,0.1363636363636364,129.0
1404,1,3,10.0,10.0,16,60,4.0,3,17,33,4.0,0,34,5.0,0,1,1000.0,3.0,5,5.0,57.44565217391305,0,3.0,9,11.452359483017734,13.35180055401662,0,10,2.0,30.0,2.0,60.0,0,0,64,90.0,100,0,30.0,10.0,1,0.4545454545454545,800.0
2819,3,5,6.0,6.0,41,56,5.0,3,41,32,1.0,98,148,1.0,0,0,200.0,3.0,0,29.731589814177564,1.0,2,3.0,17,11.452359483017734,13.35180055401662,2,9,2.0,40.0,2.0,73.0,0,0,44,200.0,43,0,30.0,10.0,1,0.0454545454545454,100.0
537,3,5,12.0,10.0,9,27,4.0,3,1,6,1.0,1,47,3.0,0,1,600.0,2.0,0,29.731589814177564,3.0,2,3.0,0,15.0,13.35180055401662,0,9,10.0,20.0,15.0,65.0,0,0,39,1000.0,42,1,30.0,10.0,1,0.2272727272727273,400.0
1045,3,5,28.0,12.0,42,29,5.0,2,14,9,2.0,28,13,2.0,0,0,250.0,3.0,0,29.731589814177564,5.0,2,1.0,0,15.0,13.35180055401662,2,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,22,250.0,19,0,30.0,10.0,1,0.1363636363636364,250.0
2666,3,1,20.0,20.0,15,44,6.0,1,17,27,2.706506562412734,24,47,20.0,1,0,2000.0,1.0,5,29.731589814177564,57.44565217391305,2,1.0,23,11.452359483017734,40.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,12,2500.0,7,0,25.0,10.0,1,0.9090909090909092,1800.0
363,3,5,12.0,5.0,42,37,5.0,3,19,19,2.0,3,25,1.0,0,0,379.7269076305221,2.0,5,29.731589814177564,57.44565217391305,2,2.0,0,10.0,13.35180055401662,2,9,6.0,30.0,7.375,58.76495726495727,0,0,12,536.6224433388612,9,0,30.0,10.0,1,0.0909090909090909,200.0
683,3,5,18.0,18.0,18,30,3.0,3,35,32,1.0,113,1,2.0,0,1,600.0,1.0,0,29.731589814177564,1.0,2,2.0,24,15.0,15.0,0,9,15.0,30.0,7.375,58.76495726495727,0,0,41,600.0,37,0,30.0,10.0,1,0.2272727272727273,500.0
1307,2,6,15.0,15.0,18,36,4.0,3,18,13,2.0,10,35,2.0,0,1,80.0,5.0,5,29.731589814177564,57.44565217391305,2,2.0,23,11.452359483017734,4.0,0,4,8.0,32.0,7.375,58.76495726495727,0,0,33,200.0,88,1,21.0,10.0,1,0.125,200.0
3261,3,0,30.0,30.0,13,61,4.0,3,29,36,2.0,93,46,4.0,0,1,800.0,3.247522026431718,6,2.0,2.0,2,3.0,9,8.0,8.0,0,4,8.0,15.0,8.0,30.0,0,0,56,600.0,55,1,25.0,10.0,1,0.1818181818181818,250.0
3376,1,3,7.0,7.0,16,53,4.0,3,18,30,4.0,1,34,1.0,0,1,200.0,3.0,5,29.731589814177564,57.44565217391305,2,3.0,9,11.452359483017734,13.35180055401662,0,10,2.0,30.0,1.0,60.0,0,0,67,90.0,113,0,29.0,10.0,1,0.0909090909090909,160.0
2145,0,8,22.0,16.0,33,26,4.0,3,20,23,2.0,85,118,4.0,0,1,98.0,6.0,5,2.0,57.44565217391305,2,2.0,9,4.0,4.0,0,9,4.0,36.0,7.375,58.76495726495727,0,0,38,300.0,55,1,21.0,10.0,1,0.1111111111111111,246.0
1129,1,3,30.0,20.0,39,31,4.0,3,33,55,4.0,0,0,4.0,0,1,400.0,1.0,5,3.0,57.44565217391305,0,2.0,9,20.0,20.0,0,9,12.0,12.0,7.375,58.76495726495727,0,0,55,300.0,131,1,27.0,10.0,1,0.2727272727272727,480.0
2071,3,5,4.0,4.0,41,36,4.0,3,38,35,2.0,98,148,2.0,0,0,400.0,3.0,0,29.731589814177564,1.0,2,3.0,0,5.0,13.35180055401662,2,9,4.0,35.0,4.0,75.0,0,0,47,400.0,40,0,30.0,10.0,1,0.0909090909090909,200.0
2050,3,5,10.0,6.0,18,24,4.0,3,1,10,1.0,1,38,1.0,0,1,200.0,1.0,5,1.0,57.44565217391305,2,3.0,0,6.0,13.35180055401662,0,9,4.0,20.0,6.0,60.0,0,0,41,400.0,43,0,30.0,10.0,1,0.0909090909090909,160.0
1110,0,2,40.0,40.0,18,44,8.0,3,27,17,2.0,10,47,6.0,0,1,160.0,2.0,6,1.0,1.0,2,2.0,0,8.0,13.35180055401662,0,9,8.0,45.0,7.375,58.76495726495727,0,0,55,120.0,77,1,30.0,10.0,1,0.2962962962962963,624.0
303,0,8,45.0,40.0,33,34,5.0,3,28,29,2.0,25,47,12.0,3,1,379.7269076305221,2.0,5,29.731589814177564,57.44565217391305,2,2.0,9,15.0,15.0,0,9,20.0,45.0,7.375,58.76495726495727,0,0,63,700.0,55,0,25.0,10.0,1,0.5555555555555556,1200.0
562,0,8,14.0,8.0,33,37,4.0,3,19,21,2.0,85,118,4.0,0,1,98.0,6.0,5,3.0,57.44565217391305,2,2.0,9,4.0,4.0,0,9,3.0,28.0,7.375,58.76495726495727,0,0,38,163.0,55,1,21.0,10.0,1,0.074074074074074,160.0
1097,1,3,20.0,19.0,39,31,2.0,3,30,32,3.0,0,0,2.0,0,1,200.0,1.0,5,4.0,57.44565217391305,0,2.0,9,10.0,10.0,0,0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,58,200.0,47,0,27.0,10.0,1,0.2272727272727273,400.0
3066,3,5,20.0,5.0,18,6,5.0,3,42,17,2.0,4,36,1.0,0,0,200.0,2.0,0,29.731589814177564,1.0,0,3.0,0,1.0,13.35180055401662,0,9,4.0,25.0,4.0,45.0,0,0,22,400.0,22,0,30.0,10.0,1,0.0909090909090909,4.0
2447,3,5,10.0,5.0,41,37,5.0,3,39,38,1.0,42,50,5.0,0,0,379.7269076305221,3.0,5,29.731589814177564,57.44565217391305,2,3.0,17,11.452359483017734,13.35180055401662,2,9,10.0,40.0,10.0,65.0,0,0,4,1000.0,27,0,30.0,10.0,1,0.2272727272727273,400.0
114,2,6,60.0,60.0,18,39,4.0,3,18,13,2.0,10,35,4.0,0,1,200.0,5.0,5,29.731589814177564,57.44565217391305,2,2.0,23,11.452359483017734,15.0,0,9,20.0,31.0,7.375,58.76495726495727,0,0,40,500.0,84,1,23.0,10.0,1,0.3125,750.0
3765,0,2,10.0,10.0,18,42,5.0,3,23,23,2.0,1,46,5.0,0,1,150.0,3.0,5,29.731589814177564,57.44565217391305,2,2.0,0,10.0,13.35180055401662,0,9,10.0,32.0,7.375,58.76495726495727,0,0,60,120.0,69,0,27.0,10.0,1,0.3703703703703703,720.0
1543,0,2,60.0,10.0,18,11,6.0,0,27,9,2.706506562412734,24,47,10.0,0,1,200.0,3.0,0,29.731589814177564,1.0,0,2.0,0,10.0,13.35180055401662,0,9,10.0,30.0,7.375,58.76495726495727,0,0,64,1200.0,65,0,27.0,10.0,1,0.3703703703703703,850.0
1091,2,6,30.0,30.0,18,45,3.0,3,23,19,2.0,1,0,4.0,0,1,320.0,8.0,5,29.731589814177564,57.44565217391305,2,2.0,23,11.452359483017734,20.0,0,9,15.0,35.0,7.375,58.76495726495727,0,0,52,800.0,96,1,25.0,10.0,1,0.25,600.0
129,3,0,15.0,10.0,41,46,4.0,3,40,36,1.0,23,126,2.0,0,1,200.0,2.0,0,29.731589814177564,2.0,2,2.0,0,6.0,13.35180055401662,0,9,8.0,29.0,7.375,58.76495726495727,0,0,51,300.0,48,0,30.0,10.0,1,0.1363636363636364,200.0
2175,0,8,60.0,50.0,33,32,5.0,3,26,25,2.0,25,47,15.0,0,1,150.0,4.0,5,29.731589814177564,57.44565217391305,2,3.0,9,20.0,20.0,0,9,20.0,20.0,7.375,58.76495726495727,0,0,29,100.0,25,0,25.0,10.0,1,0.7407407407407407,1600.0
491,2,7,5.0,5.0,18,38,5.0,1,19,9,2.706506562412734,24,47,1.0,0,1,50.0,8.0,5,29.731589814177564,57.44565217391305,2,2.0,9,2.0,4.0,2,9,2.0,25.0,7.375,58.76495726495727,1,0,62,100.0,70,1,26.0,10.0,1,0.0625,90.0
1823,1,4,25.0,13.0,15,55,4.0,3,32,30,1.0,120,36,2.0,0,1,250.0,2.0,0,29.731589814177564,2.0,2,3.0,0,10.0,13.35180055401662,0,9,10.0,25.0,10.0,65.0,0,0,69,1000.0,78,0,22.0,10.0,1,0.4090909090909091,1000.0
1327,1,4,50.0,45.0,15,54,4.0,2,35,27,3.0,4,47,4.0,1,1,379.7269076305221,8.0,5,29.731589814177564,57.44565217391305,2,3.0,0,10.0,13.35180055401662,0,9,15.0,25.0,15.0,62.0,0,0,50,150.0,80,1,28.0,10.0,1,0.4545454545454545,800.0
2683,1,3,20.0,20.0,39,27,3.0,3,28,36,3.0,0,0,2.0,0,1,200.0,1.0,5,4.0,57.44565217391305,0,2.0,9,10.0,10.0,0,0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,62,1100.0,94,0,25.0,10.0,1,0.9090909090909092,1605.0
1594,2,7,50.0,50.0,38,50,5.0,3,27,23,2.0,24,47,6.0,0,1,180.0,4.0,5,2.0,57.44565217391305,2,2.0,9,26.0,13.0,0,9,26.0,45.0,7.375,58.76495726495727,0,0,53,993.0,71,1,25.0,10.0,1,0.40625,775.0
2588,2,7,20.0,20.0,35,15,6.0,1,0,20,2.706506562412734,24,47,5.0,0,1,125.0,4.0,5,29.731589814177564,57.44565217391305,2,2.0,9,5.0,10.0,0,4,10.0,25.0,7.375,58.76495726495727,0,0,63,125.0,65,1,25.0,10.0,1,0.15625,200.0
3389,1,3,15.0,15.0,39,31,5.0,3,44,40,4.0,0,0,8.0,0,1,900.0,1.0,5,4.0,57.44565217391305,0,2.0,9,18.0,18.0,0,9,9.0,9.0,7.375,58.76495726495727,0,0,62,700.0,113,1,29.0,10.0,1,0.4545454545454545,780.0
3114,1,4,10.0,9.0,15,48,3.0,3,29,24,3.0,115,66,2.0,0,1,379.7269076305221,10.0,0,29.731589814177564,2.0,0,1.0,9,6.0,10.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,64,100.0,80,0,28.0,10.0,1,0.1818181818181818,400.0
3394,2,7,40.0,40.0,6,19,4.0,1,16,15,2.706506562412734,24,47,2.0,0,1,379.7269076305221,3.0,5,29.731589814177564,57.44565217391305,2,2.0,9,8.0,4.0,0,9,8.0,38.0,7.375,58.76495726495727,0,1,67,536.6224433388612,54,0,28.0,40.0,1,0.125,225.0
3000,2,7,30.0,30.0,18,39,6.0,3,17,11,1.0,26,47,3.0,0,1,150.0,3.0,5,12.0,57.44565217391305,2,2.0,0,9.0,13.35180055401662,0,9,10.0,25.0,7.375,58.76495726495727,0,0,64,400.0,141,1,25.0,10.0,1,0.1875,450.0
3200,3,5,10.0,6.0,18,23,4.0,3,2,7,1.0,1,42,2.0,0,0,400.0,1.0,0,29.731589814177564,2.0,2,3.0,0,12.0,13.35180055401662,0,9,12.0,30.0,8.0,65.0,0,0,32,800.0,30,0,30.0,10.0,1,0.1818181818181818,400.0
734,1,3,15.0,15.0,39,26,4.0,3,44,38,4.0,0,0,4.0,0,1,400.0,1.0,5,5.0,57.44565217391305,0,2.0,9,15.0,15.0,0,9,8.0,8.0,7.375,58.76495726495727,0,0,61,300.0,132,1,27.0,10.0,1,0.2272727272727273,400.0
2143,3,5,10.0,6.0,42,27,5.0,3,29,19,2.0,28,46,2.0,1,1,379.7269076305221,5.0,0,29.731589814177564,5.0,2,2.0,0,15.0,13.35180055401662,2,9,10.0,30.0,7.375,58.76495726495727,0,0,22,250.0,19,0,28.0,10.0,1,0.1363636363636364,300.0
3643,0,8,30.0,25.0,33,50,4.0,3,29,21,3.0,42,50,6.0,0,1,100.0,3.0,0,29.731589814177564,6.0,2,2.0,9,10.0,10.0,0,9,20.0,25.0,7.375,58.76495726495727,0,0,39,100.0,44,1,30.0,10.0,1,0.3703703703703703,800.0
1966,2,7,50.0,22.0,41,49,3.0,3,20,20,2.0,56,133,15.0,0,1,350.0,3.247522026431718,5,29.731589814177564,57.44565217391305,2,2.0,9,25.0,25.0,0,9,25.0,42.0,7.375,58.76495726495727,0,1,56,536.6224433388612,43,1,27.0,40.0,1,0.53125,920.0
1861,1,3,20.0,16.0,39,27,3.0,3,33,33,4.0,0,0,4.0,0,1,500.0,1.0,5,28.0,57.44565217391305,0,2.0,9,20.0,20.0,0,9,15.0,15.0,7.375,58.76495726495727,0,0,63,250.0,109,1,27.0,10.0,1,0.2272727272727273,400.0
512,1,4,25.0,25.0,15,46,3.0,3,27,21,4.0,66,148,3.0,1,1,379.7269076305221,10.0,5,29.731589814177564,57.44565217391305,2,1.0,9,12.0,16.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,61,100.0,84,1,25.0,10.0,1,0.3636363636363636,650.0
1732,1,3,23.0,23.0,16,51,4.0,3,19,26,4.0,1,21,2.0,2,1,500.0,4.0,5,2.0,57.44565217391305,0,3.0,9,11.452359483017734,13.35180055401662,0,4,2.0,30.0,1.0,60.0,0,0,66,90.0,114,0,30.0,10.0,1,0.2272727272727273,400.0
979,1,4,20.0,13.0,15,47,3.0,3,27,23,3.0,115,64,2.0,1,1,379.7269076305221,10.0,0,29.731589814177564,1.0,2,1.0,9,7.0,15.0,0,9,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,61,100.0,83,1,25.0,10.0,1,0.2272727272727273,400.0
2289,1,3,25.0,23.0,39,32,2.0,3,26,32,3.0,0,0,2.0,0,1,300.0,1.0,5,4.0,57.44565217391305,0,2.0,9,10.0,10.0,0,0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,58,500.0,45,0,26.0,10.0,1,0.4545454545454545,800.0
2357,3,5,5.0,3.0,18,22,4.0,3,1,6,2.0,1,47,1.0,0,0,300.0,2.0,5,29.731589814177564,57.44565217391305,2,3.0,0,9.0,13.35180055401662,0,9,9.0,27.0,6.0,60.0,0,0,43,600.0,45,0,30.0,10.0,1,0.1363636363636364,240.0
2709,0,2,30.0,30.0,18,63,6.0,2,19,39,2.0,65,54,5.0,0,1,100.0,5.0,6,50.0,1.0,2,2.0,0,5.0,13.35180055401662,1,9,5.0,36.0,7.375,58.76495726495727,0,0,100,600.0,103,1,30.0,10.0,1,0.1851851851851852,425.0
1915,1,4,50.0,50.0,38,44,4.0,3,32,23,2.0,10,47,4.0,1,1,600.0,5.0,5,3.0,57.44565217391305,2,3.0,9,18.0,12.0,0,9,18.0,25.0,24.0,62.0,0,0,48,150.0,75,0,30.0,10.0,1,0.5454545454545454,960.0
807,1,3,4.0,4.0,39,27,2.0,3,35,32,3.0,0,0,8.0,0,1,3000.0,1.0,5,3.0,57.44565217391305,0,2.0,9,10.0,10.0,0,0,11.513880506940254,29.20036210018105,7.375,58.76495726495727,0,0,52,200.0,131,1,26.0,10.0,1,0.1818181818181818,3200.0
377,2,6,40.0,40.0,18,47,3.0,3,25,19,2.0,0,0,5.0,0,1,400.0,8.0,5,29.731589814177564,57.44565217391305,2,2.0,9,20.0,20.0,0,9,20.0,45.0,7.375,58.76495726495727,0,0,11,10.0,105,1,22.0,10.0,1,0.3125,600.0
3552,3,0,20.0,15.0,41,60,4.0,3,33,32,2.0,24,112,3.0,0,0,450.0,3.0,0,29.731589814177564,2.0,2,2.0,0,6.0,13.35180055401662,0,9,9.0,27.0,7.375,58.76495726495727,0,0,49,300.0,44,0,25.0,10.0,1,0.1363636363636364,250.0
1445,3,5,20.0,10.0,18,20,4.0,3,0,4,2.0,1,132,3.0,0,1,450.0,2.0,0,29.731589814177564,4.0,2,3.0,0,18.0,13.35180055401662,0,9,18.0,28.0,12.0,65.0,0,0,43,1200.0,45,1,30.0,10.0,1,0.2727272727272727,480.0
3573,3,5,20.0,15.0,18,11,5.0,3,13,17,2.0,24,35,3.0,0,0,600.0,2.0,0,29.731589814177564,2.0,0,3.0,0,6.0,13.35180055401662,0,9,10.0,25.0,10.0,45.0,0,0,28,1000.0,21,0,30.0,10.0,1,0.2272727272727273,10.0
1238,1,3,10.0,10.0,39,29,4.0,3,44,41,4.0,0,0,4.0,0,1,300.0,1.0,5,5.0,57.44565217391305,0,2.0,9,18.0,18.0,0,9,8.0,8.0,7.375,58.76495726495727,0,0,62,400.0,91,1,29.0,10.0,1,0.2272727272727273,395.0
